AIRLINE NAME;CARRIER TYPE;PASSENGERS TO INDIA;PASSENGERS FROM INDIA;FREIGHT TO INDIA;FREIGHT FROM INDIA;DAY
AIR CANADA;FOREIGN;12120;10691;528;1230;09/05/2016
AIR CHINA;FOREIGN;4680;4079;1150;1243;02/10/2013
AIR FRANCE;FOREIGN;23290;22281;11031;12236;20/06/2013
AIR MANAS;FOREIGN;1033;927;56;73;07/04/2013
AIR MAURITIUS;FOREIGN;8585;7260;163;1785;12/03/2011
AIR SEYCHELLES;FOREIGN;2351;2200;13;62;07/11/2012
ALL NIPPON AIRWAYS;FOREIGN;8758;7900;3536;2055;23/06/2010
ARIANA AFGHAN;FOREIGN;1022;1151;145;627;02/09/2017
ASIANA AIRLINES;FOREIGN;5198;3525;1089;876;12/04/2012
AUSTRIAN AIRLINES;FOREIGN;0;0;0;0;14/05/2017
BANGKOK AIRWAYS;FOREIGN;3815;3863;1;299;27/11/2011
BHUTAN AIRLINES;FOREIGN;1675;1358;0;0;16/10/2015
BIMAN BANGLADESH;FOREIGN;3824;4330;0;23;20/11/2016
BRITISH AIRWAYS;FOREIGN;44739;37972;13852;28339;14/08/2017
BUDDHA AIR;FOREIGN;61;59;0;0;15/06/2014
CARGOLUX AIRLINES INTERNATIONAL S.A.;FOREIGN;0;0;393;1365;26/02/2018
CATHAY PACIFIC;FOREIGN;32957;28524;69865;32158;08/12/2017
CHINA AIRLINES LTD;FOREIGN;2698;4222;1617;1696;25/01/2012
CHINA EASTERN AIRLINES;FOREIGN;10546;9547;2849;1771;05/10/2010
CHINA SOUTHERN ;FOREIGN;13062;11309;3593;492;23/03/2016
DRAGON AIR;FOREIGN;9782;7891;40;231;19/01/2016
DRUK AIR;FOREIGN;4591;3631;6;44;09/08/2013
EGYPT AIR;FOREIGN;1619;1571;25;319;07/08/2010
EL-AL-ISRAEL;FOREIGN;2754;2688;541;1364;26/03/2016
EMIRATES AIRLINE;FOREIGN;230228;219779;48261;122983;06/12/2016
ETHIOPIAN AIRLINES;FOREIGN;16968;15521;3742;7187;02/05/2010
ETIHAD AIRLINES;FOREIGN;117175;105455;12617;30661;29/04/2015
EVA AIRWAYS;FOREIGN;0;0;0;0;14/08/2015
FEDERAL EXPRESS;FOREIGN;0;0;12146;21336;15/07/2014
FINN AIR;FOREIGN;4763;4198;1292;2653;06/01/2010
FLY DUBAI;FOREIGN;20585;20214;65;2450;16/02/2013
GULF AIR;FOREIGN;33427;32008;660;6274;22/12/2010
IRAN AIR;FOREIGN;1229;1098;5;108;16/06/2014
IRAQI AIRWAYS;FOREIGN;1459;1441;0;0;17/05/2010
ISLAND AVIATION SERVICES;FOREIGN;6233;3263;65;573;17/04/2017
JAPAN AIRLINES;FOREIGN;4167;3748;3683;697;28/08/2015
KALITTA AIR;FOREIGN;0;0;12319;10690;03/01/2016
KAM AIR;FOREIGN;4352;3974;0;2317;20/05/2014
KENYA AIRWAYS;FOREIGN;5792;5455;103;81;20/10/2017
KLM AIRLINES;FOREIGN;11845;11181;1555;3236;09/02/2017
KOREAN AIR;FOREIGN;2351;1815;626;546;23/01/2018
KUWAIT AIRWAYS;FOREIGN;27126;26754;2943;11352;21/10/2010
LUFTHANSA;FOREIGN;47210;40149;31066;24027;09/09/2014
MAHAN AIR;FOREIGN;1869;1792;186;696;13/12/2013
MALAYSIA AIRLINES;FOREIGN;25077;23990;12329;9195;19/10/2012
MALINDO AIRWAYS;FOREIGN;28503;25484;142;1083;28/06/2017
MEGA MALDIVES AIRLINES;FOREIGN;109;132;0;0;08/07/2016
MIHIN LANKA;FOREIGN;0;0;0;0;05/04/2010
MYANMAR AIRLINES;FOREIGN;3086;2840;0;0;01/02/2015
NEPAL AIRLINES CORPORATION;FOREIGN;6615;5296;0;68;10/08/2013
NOVO AIR;FOREIGN;0;0;0;0;11/02/2014
OMAN AIR;FOREIGN;69418;68690;965;8394;05/01/2012
PAK INTERNATIONAL;FOREIGN;512;402;19;35;14/06/2013
QATAR AIRWAYS;FOREIGN;92625;85078;49107;74689;14/03/2013
REGENT AIRWAYS;FOREIGN;6412;7693;0;39;04/03/2014
ROSSIYA AIRLINES;FOREIGN;9308;7668;0;0;23/12/2017
SAFI AIRWAYS;FOREIGN;2126;2281;349;1043;05/12/2014
SAUDIA;FOREIGN;57896;66068;2388;22232;17/10/2017
SCAT AIRLINES;FOREIGN;1138;823;0;0;02/11/2017
SCOOT PTE LTD.;FOREIGN;13108;10451;2161;4063;06/01/2011
SHANDONG AIRLINES;FOREIGN;1553;1274;0;0;09/07/2013
SILK AIR;FOREIGN;21729;20114;1058;2192;03/06/2013
SINGAPORE AIRLINES;FOREIGN;53735;48929;29479;33371;05/12/2012
SRILNKAN AIRWAYS;FOREIGN;63853;69155;6881;15687;21/03/2015
SWISS AIR;FOREIGN;13188;12029;7019;8274;26/12/2015
TAJIK AIR;FOREIGN;293;277;0;63;08/02/2013
THAI AIR ASIA;FOREIGN;10331;10206;947;645;23/07/2010
THAI AIRWAYS;FOREIGN;55900;54377;25091;15078;13/08/2010
THAI SMILE AIRWAYS;FOREIGN;2695;2671;0;0;07/03/2012
THOMAS COOK AIRLINES U.K.;FOREIGN;0;0;0;0;08/03/2013
TIGER AIRWAYS;FOREIGN;24096;19605;723;2133;06/12/2011
TRANSAERO AIRLINES;FOREIGN;0;0;0;0;22/04/2013
TURKISH AIRLINES;FOREIGN;22026;18140;9668;10998;02/04/2014
TURKMENISTAN AIRLINES;FOREIGN;3051;3376;0;138;10/08/2015
UNITED AIRLINES;FOREIGN;14708;13605;1991;3041;06/03/2012
UNITED AIRLINES BANGLADESH LTD.;FOREIGN;0;0;0;0;19/01/2018
UNITED PARCEL SERVICES;FOREIGN;0;0;3499;2791;28/07/2014
UZBEKISTAN AIRWAYS;FOREIGN;4814;4273;2667;5006;23/01/2014
VIRGIN ATLANTIC AIRLINES;FOREIGN;0;6696;2037;4098;24/04/2012
YEMENIA AIRWAYS;FOREIGN;299;310;0;7;13/09/2010
AIR INDIA;DOMESTIC;282508;232529;41840;54647;20/03/2010
AIR INDIA EXPRESS;DOMESTIC;164032;150575;816;7050;17/12/2017
INDIGO;DOMESTIC;97759;89596;1110;9500;29/03/2010
JET AIRWAYS;DOMESTIC;402497;364712;58439;76142;05/01/2017
SPICEJET;DOMESTIC;77355;74065;885;4933;09/11/2010
AEROFLOT;FOREIGN;14338;9380;166;2787;21/09/2011
AEROLOGIC;FOREIGN;0;0;35;36;21/12/2012
AIR ARABIA;FOREIGN;78641;74638;1043;9852;15/08/2010
AIR ASIA X;FOREIGN;5109;5534;1850;2381;26/07/2010
AIR ASIA BERHAD;FOREIGN;32383;33971;689;3503;03/01/2012
AIR ASTANA;FOREIGN;3479;2277;17;547;02/02/2011
AIR AUSTRAL;FOREIGN;932;540;1;147;29/03/2016
AIR CANADA;FOREIGN;8696;7930;778;1823;25/05/2010
AIR CHINA;FOREIGN;4941;4710;1594;1369;03/12/2014
AIR FRANCE;FOREIGN;24383;24629;9813;14683;22/01/2010
AIR MANAS;FOREIGN;1139;928;7;107;14/08/2016
AIR MAURITIUS;FOREIGN;10258;10040;360;2391;14/01/2018
AIR SEYCHELLES;FOREIGN;111;7502;0;0;15/02/2018
ALL NIPPON AIRWAYS;FOREIGN;9095;8840;4593;2759;27/08/2013
ARIANA AFGHAN;FOREIGN;2020;1364;569;842;06/02/2018
ASIANA AIRLINES;FOREIGN;6101;5906;869;609;18/12/2013
AUSTRIAN AIRLINES;FOREIGN;0;0;0;0;15/11/2010
BANGKOK AIRWAYS;FOREIGN;4091;4482;0;422;05/01/2018
BHUTAN AIRLINES;FOREIGN;1144;1125;0;0;11/07/2012
BIMAN BANGLADESH;FOREIGN;4076;4002;2;0;21/08/2016
BRITISH AIRWAYS;FOREIGN;46917;38994;1601;2855;12/03/2012
BUDDHA AIR;FOREIGN;0;0;0;0;06/01/2013
CARGOLUX AIRLINES INTERNATIONAL S.A.;FOREIGN;0;0;243;2013;30/12/2010
CATHAY PACIFIC;FOREIGN;36959;31228;61144;31666;05/07/2014
CHINA AIRLINES LTD;FOREIGN;2860;3557;2059;1829;15/03/2014
CHINA EASTERN AIRLINES;FOREIGN;10854;10166;2542;2277;04/01/2012
CHINA SOUTHERN ;FOREIGN;11845;13185;3608;552;16/04/2013
DRAGON AIR;FOREIGN;12171;10471;28;236;18/01/2014
DRUK AIR;FOREIGN;3363;3835;2;94;27/05/2015
EGYPT AIR;FOREIGN;2005;1576;35;401;21/06/2015
EL-AL-ISRAEL;FOREIGN;3398;2708;371;753;21/03/2014
EMIRATES AIRLINE;FOREIGN;263566;241276;58815;128062;05/08/2010
ETHIOPIAN AIRLINES;FOREIGN;5600;4439;48;200;07/03/2010
ETIHAD AIRLINES;FOREIGN;128356;110282;14776;30074;21/12/2013
EVA AIRWAYS;FOREIGN;0;0;0;0;25/11/2010
FEDERAL EXPRESS;FOREIGN;0;0;14517;22811;04/09/2017
FINN AIR;FOREIGN;5736;3754;1151;1631;07/04/2011
FLY DUBAI;FOREIGN;22090;20957;314;1782;22/01/2015
GULF AIR;FOREIGN;40217;30818;703;6877;06/05/2014
IRAN AIR;FOREIGN;1517;1190;2;165;07/03/2014
IRAQI AIRWAYS;FOREIGN;0;124;0;0;31/03/2017
ISLAND AVIATION SERVICES;FOREIGN;5360;6583;4;429;08/06/2014
JAPAN AIRLINES;FOREIGN;3658;4385;4247;1005;30/12/2011
KALITTA AIR;FOREIGN;0;0;12620;10694;21/09/2012
KAM AIR;FOREIGN;4305;3318;0;2148;28/01/2014
KENYA AIRWAYS;FOREIGN;7515;6505;61;121;10/08/2013
KLM AIRLINES;FOREIGN;10258;10063;2236;3791;21/02/2010
KOREAN AIR;FOREIGN;5933;5304;2180;2289;20/05/2010
KUWAIT AIRWAYS;FOREIGN;35722;32132;3917;16569;12/05/2013
LUFTHANSA;FOREIGN;46216;39191;31547;27870;12/04/2010
MAHAN AIR;FOREIGN;2120;2708;100;1297;10/12/2010
MALAYSIA AIRLINES;FOREIGN;38831;35937;13257;11336;05/02/2011
MALINDO AIRWAYS;FOREIGN;30499;31535;277;86;05/11/2017
MEGA MALDIVES AIRLINES;FOREIGN;521;748;0;0;07/03/2010
MIHIN LANKA;FOREIGN;0;0;0;0;23/10/2011
MYANMAR AIRLINES;FOREIGN;2539;3095;0;0;08/07/2010
NEPAL AIRLINES CORPORATION;FOREIGN;7080;6637;0;124;25/05/2015
NOVO AIR;FOREIGN;1478;1141;0;0;19/05/2012
OMAN AIR;FOREIGN;75685;68783;1257;9588;03/06/2015
PAK INTERNATIONAL;FOREIGN;544;542;12;141;09/10/2017
QATAR AIRWAYS;FOREIGN;99976;82055;51401;78289;10/01/2010
REGENT AIRWAYS;FOREIGN;7644;7287;0;4;20/11/2013
ROSSIYA AIRLINES;FOREIGN;9433;9307;0;1;21/07/2012
SAFI AIRWAYS;FOREIGN;2619;2225;319;1089;23/12/2016
SAUDIA;FOREIGN;74718;60304;2194;22833;30/09/2013
SCAT AIRLINES;FOREIGN;1153;833;0;0;22/08/2013
SCOOT PTE LTD.;FOREIGN;14694;12294;2194;3750;17/12/2015
SHANDONG AIRLINES;FOREIGN;1525;1752;0;0;02/03/2010
SILK AIR;FOREIGN;30699;24935;1058;2192;21/12/2013
SINGAPORE AIRLINES;FOREIGN;45063;37517;30884;33282;24/03/2013
SRILNKAN AIRWAYS;FOREIGN;70507;71440;7666;16302;10/01/2016
SWISS AIR;FOREIGN;13571;12861;8788;8664;26/10/2011
TAJIK AIR;FOREIGN;373;336;0;205;04/03/2016
THAI AIR ASIA;FOREIGN;13011;13360;713;674;27/06/2012
THAI AIRWAYS;FOREIGN;59379;65506;25597;18549;24/12/2010
THAI SMILE AIRWAYS;FOREIGN;5346;7378;0;0;25/09/2015
THOMAS COOK AIRLINES U.K.;FOREIGN;0;0;0;0;05/05/2010
TIGER AIRWAYS;FOREIGN;23827;21735;822;2620;09/01/2013
TRANSAERO AIRLINES;FOREIGN;0;0;0;0;21/07/2016
TURKISH AIRLINES;FOREIGN;23420;18492;9999;11888;19/10/2011
TURKMENISTAN AIRLINES;FOREIGN;3925;3287;0;232;08/10/2013
UNITED AIRLINES;FOREIGN;14512;14517;2153;2729;26/12/2012
UNITED AIRLINES BANGLADESH LTD.;FOREIGN;0;0;0;0;29/01/2018
UNITED PARCEL SERVICES;FOREIGN;0;0;3937;3626;21/05/2016
UZBEKISTAN AIRWAYS;FOREIGN;4472;3434;2273;4387;28/05/2013
VIRGIN ATLANTIC AIRLINES;FOREIGN;7164;5832;2075;3941;16/03/2010
YEMENIA AIRWAYS;FOREIGN;367;443;0;11;09/09/2016
AIR INDIA;DOMESTIC;265923;273628;37088;53433;09/08/2011
AIR INDIA EXPRESS;DOMESTIC;146797;168101;1472;7784;24/10/2017
INDIGO;DOMESTIC;94494;98127;1320;10040;24/01/2013
JET AIRWAYS;DOMESTIC;378633;400155;53879;76177;27/03/2011
SPICEJET;DOMESTIC;75312;77755;1163;4038;17/12/2011
AEROFLOT;FOREIGN;10137;13506;74;2116;01/01/2011
AEROLOGIC;FOREIGN;0;0;33;38;25/08/2011
AIR ARABIA;FOREIGN;73448;78737;1370;9834;25/05/2013
AIR ASIA X;FOREIGN;5452;5362;1998;1798;04/04/2014
AIR ASIA BERHAD;FOREIGN;35155;34051;1123;3722;23/01/2016
AIR ASTANA;FOREIGN;3821;3808;29;479;12/08/2013
AIR AUSTRAL;FOREIGN;749;1059;0;56;13/06/2013
AIR CANADA;FOREIGN;8857;8680;606;1887;27/01/2017
AIR CHINA;FOREIGN;5592;4796;1536;1011;08/03/2015
AIR FRANCE;FOREIGN;26282;27114;10178;12291;11/10/2010
AIR MANAS;FOREIGN;1271;1131;0;126;03/11/2017
AIR MAURITIUS;FOREIGN;8262;9066;355;1882;21/02/2011
AIR SEYCHELLES;FOREIGN;2579;2699;7;60;07/01/2015
ALL NIPPON AIRWAYS;FOREIGN;6918;8594;4574;3487;29/01/2016
ARIANA AFGHAN;FOREIGN;2585;2054;458;715;30/09/2014
ASIANA AIRLINES;FOREIGN;6039;5769;1109;788;16/03/2014
AUSTRIAN AIRLINES;FOREIGN;0;0;0;0;10/01/2017
BANGKOK AIRWAYS;FOREIGN;4037;4172;2;334;02/04/2016
BHUTAN AIRLINES;FOREIGN;718;520;0;0;08/09/2010
BIMAN BANGLADESH;FOREIGN;4019;4727;1;28;19/12/2016
BRITISH AIRWAYS;FOREIGN;44941;48363;15041;30134;24/07/2013
BRUSSELS AIRLINES;FOREIGN;0;0;0;0;17/10/2015
BUDDHA AIR;FOREIGN;92;65;0;0;24/01/2015
CARGOLUX AIRLINES INTERNATIONAL S.A.;FOREIGN;0;0;541;3373;25/07/2017
CATHAY PACIFIC;FOREIGN;31330;32246;64660;34078;08/05/2011
CHINA AIRLINES LTD;FOREIGN;3141;2842;2098;1921;03/12/2017
CHINA EASTERN AIRLINES;FOREIGN;10754;8497;308;1821;02/04/2015
CHINA SOUTHERN ;FOREIGN;11347;8583;2959;416;09/12/2010
DRAGON AIR;FOREIGN;2655;2948;23;80;16/05/2011
DRUK AIR;FOREIGN;3347;2965;12;43;16/09/2017
EGYPT AIR;FOREIGN;1891;1848;38;270;26/05/2010
EL-AL-ISRAEL;FOREIGN;1489;1598;278;766;21/08/2011
EMIRATES AIRLINE;FOREIGN;244945;259685;49098;122258;18/10/2015
ETHIOPIAN AIRLINES;FOREIGN;3448;5220;197;175;11/09/2015
ETIHAD AIRLINES;FOREIGN;114043;125858;12130;23021;18/05/2015
EVA AIRWAYS;FOREIGN;0;0;0;0;08/09/2010
FEDERAL EXPRESS;FOREIGN;0;0;10927;20628;20/08/2010
FINN AIR;FOREIGN;5215;5895;1106;2527;01/03/2016
FLY DUBAI;FOREIGN;20227;21350;170;2284;24/12/2016
GARUDA INDONESIA;FOREIGN;1531;1680;16;207;06/09/2014
GULF AIR;FOREIGN;35907;39231;657;6412;23/03/2013
IRAN AIR;FOREIGN;1225;1180;14;42;31/05/2013
IRAQI AIRWAYS;FOREIGN;0;30;0;0;06/09/2010
ISLAND AVIATION SERVICES;FOREIGN;4014;5772;51;582;22/03/2014
JAPAN AIRLINES;FOREIGN;4096;4365;3976;1737;13/12/2016
KALITTA AIR;FOREIGN;0;0;13262;11355;05/08/2010
KAM AIR;FOREIGN;5810;4682;0;2085;21/06/2012
KENYA AIRWAYS;FOREIGN;7006;8397;146;48;20/04/2010
KLM AIRLINES;FOREIGN;12010;12019;1760;3288;20/01/2018
KOREAN AIR;FOREIGN;5773;5806;2433;1333;02/08/2013
KUWAIT AIRWAYS;FOREIGN;27796;30203;3100;10917;21/06/2014
LUFTHANSA;FOREIGN;49947;54389;30090;27956;18/01/2012
MAHAN AIR;FOREIGN;2036;2238;54;526;31/07/2017
MALAYSIA AIRLINES;FOREIGN;37099;38439;12725;9502;27/07/2011
MALINDO AIRWAYS;FOREIGN;31346;30572;228;1591;14/05/2015
MEGA MALDIVES AIRLINES;FOREIGN;1005;991;0;0;19/09/2016
MIHIN LANKA;FOREIGN;0;0;0;0;18/10/2015
MYANMAR AIRLINES;FOREIGN;1882;1854;0;0;29/02/2016
NEPAL AIRLINES CORPORATION;FOREIGN;6070;5768;0;48;29/03/2012
NOVO AIR;FOREIGN;1727;1905;0;0;22/06/2012
OMAN AIR;FOREIGN;76179;79613;755;9378;25/06/2012
PAK INTERNATIONAL;FOREIGN;827;977;10;186;20/07/2011
QATAR AIRWAYS;FOREIGN;94947;98443;51477;80722;21/09/2012
REGENT AIRWAYS;FOREIGN;9230;9045;0;60;19/11/2012
ROSSIYA AIRLINES;FOREIGN;9882;9071;0;0;29/04/2014
SAFI AIRWAYS;FOREIGN;3497;3087;517;960;21/03/2016
SAUDIA;FOREIGN;72390;68452;1877;22375;19/12/2014
SCAT AIRLINES;FOREIGN;1094;1083;0;0;07/10/2011
SCOOT PTE LTD.;FOREIGN;14332;11611;2257;3634;16/10/2010
SHANDONG AIRLINES;FOREIGN;1984;1343;0;0;19/06/2012
SILK AIR;FOREIGN;20680;30583;1176;2425;28/01/2017
SINGAPORE AIRLINES;FOREIGN;51700;57055;29288;30577;28/06/2012
SRILNKAN AIRWAYS;FOREIGN;57623;56226;7028;12807;09/12/2017
SWISS AIR;FOREIGN;12151;13824;7377;9197;16/06/2014
TAJIK AIR;FOREIGN;373;423;0;145;11/11/2012
THAI AIR ASIA;FOREIGN;11450;11836;917;606;04/07/2012
THAI AIRWAYS;FOREIGN;62725;60665;25118;18079;08/07/2015
THAI SMILE AIRWAYS;FOREIGN;7198;4761;0;0;25/02/2015
THOMAS COOK AIRLINES U.K.;FOREIGN;0;0;0;0;24/05/2015
TIGER AIRWAYS;FOREIGN;22345;21728;847;2378;02/04/2012
TRANSAERO AIRLINES;FOREIGN;0;0;0;0;30/04/2014
TURKISH AIRLINES;FOREIGN;19386;21146;7614;9348;17/12/2015
TURKMENISTAN AIRLINES;FOREIGN;2754;3565;0;238;09/01/2010
UNITED AIRLINES;FOREIGN;14034;15425;1959;2628;24/06/2013
UNITED AIRLINES BANGLADESH LTD.;FOREIGN;0;0;0;0;27/12/2015
UNITED PARCEL SERVICES;FOREIGN;0;0;2894;3589;09/05/2013
US BANGLA AIRLINES;FOREIGN;0;0;0;0;13/05/2016
UZBEKISTAN AIRWAYS;FOREIGN;4112;4505;2823;4196;26/11/2010
VIRGIN ATLANTIC AIRLINES;FOREIGN;5512;6761;1681;4066;12/01/2012
YEMENIA AIRWAYS;FOREIGN;499;492;0;39;10/05/2012
AIR INDIA;DOMESTIC;222515;245041;42436;60888;24/10/2016
AIR INDIA EXPRESS;DOMESTIC;116257;147277;704;8074;07/09/2015
INDIGO;DOMESTIC;80821;87205;1080;10370;09/03/2013
JET AIRWAYS;DOMESTIC;292442;334102;50817;76990;14/03/2013
SPICEJET;DOMESTIC;64632;69394;958;4112;08/01/2015
AEROFLOT;FOREIGN;11531;11497;102;3881;19/03/2012
AEROLOGIC;FOREIGN;0;0;32;41;01/04/2016
AIR ARABIA;FOREIGN;62153;69662;1001;10333;27/06/2013
AIR ASIA X;FOREIGN;4852;5220;1560;1903;08/07/2012
AIR ASIA BERHAD;FOREIGN;27592;30594;613;3016;22/05/2013
AIR ASTANA;FOREIGN;3308;3830;8;644;23/11/2015
AIR AUSTRAL;FOREIGN;352;424;0;56;02/08/2013
AIR CANADA;FOREIGN;8119;7962;825;1911;10/06/2010
AIR CHINA;FOREIGN;4767;4994;721;1510;12/11/2013
AIR FRANCE;FOREIGN;22193;23132;12542;8253;17/05/2015
AIR MANAS;FOREIGN;985;1326;0;277;09/06/2015
AIR MAURITIUS;FOREIGN;7495;8052;167;2111;22/09/2016
AIR SEYCHELLES;FOREIGN;2440;2547;3;57;04/04/2011
ALL NIPPON AIRWAYS;FOREIGN;6990;7345;3934;4609;01/03/2015
ARIANA AFGHAN;FOREIGN;2378;2196;216;664;28/03/2016
ASIANA AIRLINES;FOREIGN;6368;6353;842;542;22/04/2014
AUSTRIAN AIRLINES;FOREIGN;0;0;0;0;26/02/2015
BANGKOK AIRWAYS;FOREIGN;3791;3674;372;2;17/06/2010
BHUTAN AIRLINES;FOREIGN;876;817;0;0;27/06/2014
BIMAN BANGLADESH;FOREIGN;3755;4530;0;0;04/02/2015
BRITISH AIRWAYS;FOREIGN;39494;42938;15045;27149;30/12/2015
BRUSSELS AIRLINES;FOREIGN;0;0;0;0;03/12/2013
BUDDHA AIR;FOREIGN;78;75;0;0;13/02/2015
CARGOLUX AIRLINES INTERNATIONAL S.A.;FOREIGN;0;0;3719;10064;27/11/2011
CATHAY PACIFIC;FOREIGN;23265;31195;43466;37505;15/10/2014
CHINA AIRLINES LTD;FOREIGN;2742;3183;1774;2348;25/03/2010
CHINA EASTERN AIRLINES;FOREIGN;7460;9686;1586;1687;25/10/2017
CHINA SOUTHERN ;FOREIGN;8269;10180;2038;326;25/12/2015
DRAGON AIR;FOREIGN;6437;8829;24;83;12/02/2015
DRUK AIR;FOREIGN;2841;2739;1;60;21/10/2013
EGYPT AIR;FOREIGN;1233;1399;33;212;31/03/2013
EL-AL-ISRAEL;FOREIGN;0;0;0;0;18/02/2017
EMIRATES AIRLINE;FOREIGN;195490;226452;44805;121806;14/01/2010
ETHIOPIAN AIRLINES;FOREIGN;3010;3538;183;172;24/04/2011
ETIHAD AIRLINES;FOREIGN;101976;121377;11492;24042;14/04/2015
EVA AIRWAYS;FOREIGN;0;0;0;0;06/06/2015
FEDERAL EXPRESS;FOREIGN;0;0;9109;19770;19/06/2011
FINN AIR;FOREIGN;4960;4923;1859;2494;05/02/2014
FLY DUBAI;FOREIGN;18177;19826;73;2215;28/10/2017
GARUDA INDONESIA;FOREIGN;1294;1445;14;176;27/02/2012
GULF AIR;FOREIGN;30999;34253;605;6003;28/01/2015
IRAN AIR;FOREIGN;843;842;6;10;26/12/2015
IRAQI AIRWAYS;FOREIGN;0;37;0;0;10/07/2013
ISLAND AVIATION SERVICES;FOREIGN;4436;4634;40;585;08/11/2017
JAPAN AIRLINES;FOREIGN;4302;4329;3760;2329;02/09/2016
KALITTA AIR;FOREIGN;0;0;12146;12947;25/09/2013
KAM AIR;FOREIGN;56;78;0;2295;09/09/2010
KENYA AIRWAYS;FOREIGN;6306;7553;84;36;19/02/2010
KLM AIRLINES;FOREIGN;10231;10711;1882;2972;19/07/2015
KOREAN AIR;FOREIGN;5217;5799;1781;1546;24/05/2014
KUWAIT AIRWAYS;FOREIGN;23266;26579;3345;11811;08/05/2010
LUFTHANSA;FOREIGN;47658;50005;32284;29450;20/12/2012
MAHAN AIR;FOREIGN;2448;1800;104;815;17/11/2011
MALAYSIA AIRLINES;FOREIGN;30724;35540;7441;9468;07/10/2017
MALINDO AIRWAYS;FOREIGN;27440;29925;210;1637;04/02/2012
MEGA MALDIVES AIRLINES;FOREIGN;1527;1631;0;28;28/08/2012
MIHIN LANKA;FOREIGN;0;0;0;0;09/01/2013
MYANMAR AIRLINES;FOREIGN;3303;2663;0;0;14/11/2011
NEPAL AIRLINES CORPORATION;FOREIGN;7354;7161;0;23;28/02/2011
NOVO AIR;FOREIGN;1612;1585;0;0;13/08/2012
OMAN AIR;FOREIGN;64996;75171;1260;14140;25/05/2014
PAK INTERNATIONAL;FOREIGN;543;770;10;170;14/03/2011
QATAR AIRWAYS;FOREIGN;80017;85497;50239;83615;26/08/2015
REGENT AIRWAYS;FOREIGN;8914;8608;0;19;25/02/2011
ROSSIYA AIRLINES;FOREIGN;8229;8232;0;0;24/08/2014
SAFI AIRWAYS;FOREIGN;3241;2938;872;1187;10/10/2015
SAUDIA;FOREIGN;52801;58217;2135;24200;27/01/2010
SCAT AIRLINES;FOREIGN;1045;1070;0;0;12/12/2010
SCOOT PTE LTD.;FOREIGN;10056;11046;2297;3940;11/05/2017
SHANDONG AIRLINES;FOREIGN;1677;2176;0;0;02/08/2010
SILK AIR;FOREIGN;14691;22349;598;1963;04/10/2014
SINGAPORE AIRLINES;FOREIGN;39725;47778;22093;27783;21/02/2015
SRILNKAN AIRWAYS;FOREIGN;47434;47993;6328;13953;12/05/2011
SWISS AIR;FOREIGN;10292;11894;7200;8027;21/10/2011
TAJIK AIR;FOREIGN;446;402;24;148;02/10/2011
THAI AIR ASIA;FOREIGN;14044;14177;442;926;01/09/2015
THAI AIRWAYS;FOREIGN;50834;58271;20127;18928;03/09/2012
THAI SMILE AIRWAYS;FOREIGN;5593;5470;0;0;21/09/2011
THOMAS COOK AIRLINES U.K.;FOREIGN;0;0;0;0;13/09/2013
TIGER AIRWAYS;FOREIGN;18362;18933;506;1929;17/03/2010
TRANSAERO AIRLINES;FOREIGN;0;0;0;0;14/07/2016
TURKISH AIRLINES;FOREIGN;19552;20798;9368;11739;02/05/2017
TURKMENISTAN AIRLINES;FOREIGN;4299;2915;0;125;15/04/2016
UNITED AIRLINES;FOREIGN;12143;12970;1966;3567;01/11/2014
UNITED AIRLINES BANGLADESH LTD.;FOREIGN;0;0;0;0;30/01/2014
UNITED PARCEL SERVICES;FOREIGN;0;0;2526;3809;21/11/2011
US BANGLA AIRLINES;FOREIGN;4285;4213;0;0;06/11/2015
UZBEKISTAN AIRWAYS;FOREIGN;4162;4605;2811;4459;29/11/2014
VIRGIN ATLANTIC AIRLINES;FOREIGN;6491;5920;1951;4464;13/04/2016
YEMENIA AIRWAYS;FOREIGN;555;336;0;42;20/12/2017
AIR INDIA;DOMESTIC;243751;271652;50961;73488;07/02/2017
AIR INDIA EXPRESS;DOMESTIC;142077;162078;704;8074;07/04/2010
INDIGO;DOMESTIC;99089;102164;1380;12440;13/03/2015
JET AIRWAYS;DOMESTIC;315064;344315;66571;93435;24/07/2016
SPICEJET;DOMESTIC;72940;76388;993;5034;30/05/2010
AEROFLOT;FOREIGN;10536;14607;196;4985;08/10/2014
AEROLOGIC;FOREIGN;0;0;37;39;02/07/2010
AIR ARABIA;FOREIGN;70796;75260;1651;11903;21/05/2011
AIR ASIA X;FOREIGN;5637;5925;1812;2600;13/12/2013
AIR ASIA BERHAD;FOREIGN;30714;30601;870;3223;03/01/2015
AIR ASTANA;FOREIGN;3036;4266;17;646;09/09/2017
AIR AUSTRAL;FOREIGN;594;621;5;69;27/01/2012
AIR CANADA;FOREIGN;11323;12816;1219;2577;05/06/2016
AIR CHINA;FOREIGN;4757;5542;1559;1294;19/08/2016
AIR FRANCE;FOREIGN;19022;23096;12563;13246;12/02/2015
AIR MANAS;FOREIGN;950;1443;32;159;28/04/2010
AIR MAURITIUS;FOREIGN;8171;7746;199;2551;27/11/2010
AIR SEYCHELLES;FOREIGN;2721;2596;4;69;22/02/2010
ALL NIPPON AIRWAYS;FOREIGN;7037;9685;5707;4543;11/01/2010
